ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,bike_score,transit_score
2675 Folsom St,San Francisco,CA,San Francisco,94110,15000000,7350.0,0.1687327824,2040.816327,sqft lot,Sold 10/28/2019,99,Walker's Paradise,37.754594,-122.413811,100,85
970 Treat Ave,San Francisco,CA,San Francisco,94110,15000000,3062.0,0.07029384757,4898.758981,sqft lot,Sold 10/28/2019,99,Walker's Paradise,37.754829,-122.413519,100,85
1120-1126 Valencia St,San Francisco,CA,San Francisco,94110,3460000,4132.0,0.09485766758,837.3668925,sqft lot,Sold 10/16/2018,100,Walker's Paradise,37.754863,-122.421204,96,86
3310 Mission St,San Francisco,CA,San Francisco,94110,4400000,4573.0,0.1049816345,962.1692543,sqft lot,Sold 12/02/2019,98,Walker's Paradise,37.743792,-122.421373,77,81
1191 Sansome St,San Francisco,CA,San Francisco,94111,2500000,7390.0,0.169651056,338.2949932,sqft lot,Sold 06/17/2019,97,Walker's Paradise,37.801014,-122.403054,63,89
132 Vallejo St,San Francisco,CA,San Francisco,94111,4000000,395.0,0.00906795225,10126.58228,sqft lot,Sold 12/31/2019,100,Walker's Paradise,37.799206,-122.406236,62,92
229 Green St,San Francisco,CA,San Francisco,94111,69500000,8659.0,0.1987832874,8026.330985,sqft lot,Sold 01/31/2020,98,Walker's Paradise,37.799941,-122.403244,62,92
425 Washington St,San Francisco,CA,San Francisco,94111,9990000,4009.0,0.09203397612,2491.89324,sqft lot,Sold 06/18/2019,100,Walker's Paradise,37.795566,-122.400964,87,100
5680 Mission St,San Francisco,CA,San Francisco,94112,180000,1663.0,0.03817722681,108.2381239,sqft lot,Sold 01/13/2020,88,Very Walkable,37.710423,-122.448718,43,70
6-10 Tingley St #10V,San Francisco,CA,San Francisco,94112,275000,3859.0,0.08859044995,71.26198497,sqft lot,Sold 06/19/2018,92,Walker's Paradise,37.728563,-122.432102,74,83
71 Still St #99,San Francisco,CA,San Francisco,94112,344000,1437.0,0.03298898072,239.3876131,sqft lot,Sold 04/06/2020,92,Walker's Paradise,37.73178,-122.431404,76,83
287 Minerva St,San Francisco,CA,San Francisco,94112,425000,3123.0,0.07169421488,136.0870957,sqft lot,Sold 05/29/2018,71,Very Walkable,37.715485,-122.462066,44,78
95 Santa Cruz Ave,San Francisco,CA,San Francisco,94112,450000,1999.0,0.04589072544,225.1125563,sqft lot,Sold 05/16/2018,78,Very Walkable,37.708252,-122.465502,37,82
6 Caine Ave,San Francisco,CA,San Francisco,94112,510000,3776.0,0.08668503214,135.0635593,sqft lot,Sold 07/18/2018,73,Very Walkable,37.718133,-122.450161,45,89
2 Byron Ct,San Francisco,CA,San Francisco,94112,575000,2677.0,0.06145546373,214.7926784,sqft lot,Sold 12/03/2018,73,Very Walkable,37.709875,-122.44359,28,69
1-99 Dichiera Ct,San Francisco,CA,San Francisco,94112,650000,2901.0,0.06659779614,224.0606687,sqft lot,Sold 01/22/2020,88,Very Walkable,37.712858,-122.446525,50,84
7 Edgar Pl,San Francisco,CA,San Francisco,94112,699000,4260.0,0.09779614325,164.084507,sqft lot,Sold 07/16/2020,83,Very Walkable,37.720595,-122.452453,53,88
101 Farallones St,San Francisco,CA,San Francisco,94112,800000,3746.0,0.08599632691,213.5611319,sqft lot,Sold 06/02/2020,77,Very Walkable,37.71394,-122.456338,57,81
222 Howth St,San Francisco,CA,San Francisco,94112,975000,2247.0,0.05158402204,433.9118825,sqft lot,Sold 06/12/2018,82,Very Walkable,37.720556,-122.45138,53,89
1-49 Nadell Ct,San Francisco,CA,San Francisco,94112,999000,5571.0,0.127892562,179.3214863,sqft lot,Sold 01/17/2018,75,Very Walkable,37.70879,-122.442614,28,67
974 Geneva Ave,San Francisco,CA,San Francisco,94112,1500000,2500.0,0.05739210285,600.0,sqft lot,Sold 02/22/2019,94,Walker's Paradise,37.715661,-122.440112,56,85
48-50 Saturn St,San Francisco,CA,San Francisco,94114,750000,1411.0,0.03239210285,531.5379164,sqft lot,Sold 12/13/2019,89,Very Walkable,37.762615,-122.443767,65,75
4512 23rd St,San Francisco,CA,San Francisco,94114,800000,3027.0,0.06949035813,264.288074,sqft lot,Sold 08/19/2019,63,Somewhat Walkable,37.752589,-122.443293,66,60
196 States St,San Francisco,CA,San Francisco,94114,1350000,3123.0,0.07169421488,432.2766571,sqft lot,Sold 03/01/2019,76,Very Walkable,37.763931,-122.439482,61,82
7-79 Levant St,San Francisco,CA,San Francisco,94114,1680000,766.0,0.01758494031,2193.211488,sqft lot,Sold 05/06/2019,89,Very Walkable,37.764238,-122.442173,64,79
2144 Market St,San Francisco,CA,San Francisco,94114,2160000,6303.0,0.1446969697,342.6939553,sqft lot,Sold 02/23/2018,99,Walker's Paradise,37.767096,-122.430061,94,95
3188 Market St,San Francisco,CA,San Francisco,94114,2200000,400.0,0.009182736455,5500.0,sqft lot,Sold 06/28/2019,86,Very Walkable,37.759802,-122.444836,64,72
1 Clarendon Ave,San Francisco,CA,San Francisco,94114,4100000,73180.8,1.68,56.02562421,acres lot,Sold 10/21/2019,81,Very Walkable,37.758843,-122.448775,57,75
11 Perine Pl,San Francisco,CA,San Francisco,94115,2050000,3040.0,0.06978879706,674.3421053,sqft lot,Sold 04/09/2019,98,Walker's Paradise,37.788929,-122.435878,82,76
64 Santa Rita Ave,San Francisco,CA,San Francisco,94116,2420000,3484.0,0.07998163453,694.6039036,sqft lot,Sold 04/19/2019,65,Somewhat Walkable,37.747452,-122.464719,53,74
42 Dorantes Ave,San Francisco,CA,San Francisco,94116,4450000,3110.0,0.07139577594,1430.868167,sqft lot,Sold 07/31/2020,75,Very Walkable,37.746232,-122.463202,61,75
301-499 Buena Vista Ter,San Francisco,CA,San Francisco,94117,275000,622.0,0.01427915519,442.1221865,sqft lot,Sold 04/26/2018,91,Walker's Paradise,37.767891,-122.438265,70,84
427 B Buena Vista Ave #B,San Francisco,CA,San Francisco,94117,850000,622.0,0.01427915519,1366.559486,sqft lot,Sold 01/08/2019,86,Very Walkable,37.766096,-122.440858,62,80
900-998 Oak St,San Francisco,CA,San Francisco,94117,1640000,818.0,0.01877869605,2004.889976,sqft lot,Sold 08/22/2019,97,Walker's Paradise,37.773032,-122.438296,76,82
2175 Hayes St,San Francisco,CA,San Francisco,94117,1650000,3867.0,0.08877410468,426.6873545,sqft lot,Sold 03/05/2018,96,Walker's Paradise,37.772893,-122.45206,90,73
228 Fillmore St,San Francisco,CA,San Francisco,94117,1700000,2186.0,0.05018365473,777.6761208,sqft lot,Sold 10/09/2018,99,Walker's Paradise,37.771639,-122.43008,92,96
3807 Clay St,San Francisco,CA,San Francisco,94118,702000,2808.0,0.06446280992,250.0,sqft lot,Sold 08/27/2019,93,Walker's Paradise,37.787756,-122.455636,80,64
166 Parker Ave,San Francisco,CA,San Francisco,94118,1650000,2774.0,0.06368227732,594.8089402,sqft lot,Sold 03/20/2018,94,Walker's Paradise,37.782446,-122.454014,66,71
700-798 30th Ave,San Francisco,CA,San Francisco,94121,1930000,1425.0,0.03271349862,1354.385965,sqft lot,Sold 08/21/2018,77,Very Walkable,37.773251,-122.489635,72,69
600-698 34th Ave,San Francisco,CA,San Francisco,94121,2100000,496.0,0.0113865932,4233.870968,sqft lot,Sold 02/20/2019,92,Walker's Paradise,37.778671,-122.49431,63,67
2750 Cabrillo St,San Francisco,CA,San Francisco,94121,2230000,2696.0,0.06189164371,827.1513353,sqft lot,Sold 02/27/2019,83,Very Walkable,37.774482,-122.48845,75,69
1602 Lake St,San Francisco,CA,San Francisco,94121,4950000,2500.0,0.05739210285,1980.0,sqft lot,Sold 11/05/2019,86,Very Walkable,37.786365,-122.476954,92,65
2011 Filbert St,San Francisco,CA,San Francisco,94123,935000,1650.0,0.03787878788,566.6666667,sqft lot,Sold 07/10/2020,99,Walker's Paradise,37.798175,-122.432808,66,74
2532 Lombard St,San Francisco,CA,San Francisco,94123,2140000,6875.0,0.1578282828,311.2727273,sqft lot,Sold 09/27/2019,97,Walker's Paradise,37.799223,-122.443545,69,65
2584 Chestnut St,San Francisco,CA,San Francisco,94123,3120000,1205.0,0.02766299357,2589.211618,sqft lot,Sold 08/07/2020,95,Walker's Paradise,37.799744,-122.44585,90,64
1900-1998 Jefferson St,San Francisco,CA,San Francisco,94123,4120000,1250.0,0.02869605142,3296.0,sqft lot,Sold 03/14/2019,79,Very Walkable,37.804339,-122.446279,95,63
2921 Vallejo St,San Francisco,CA,San Francisco,94123,60000000,4007.0,0.09198806244,14973.79586,sqft lot,Sold 07/23/2019,85,Very Walkable,37.793704,-122.445544,63,72
2301 Lombard St,San Francisco,CA,San Francisco,94123,8250000,13503.6,0.31,610.9481916,acres lot,Sold 01/23/2018,98,Walker's Paradise,37.799095,-122.439611,73,68
1697 Quint St,San Francisco,CA,San Francisco,94124,200000,4329.0,0.09938016529,46.2000462,sqft lot,Sold 02/21/2020,79,Very Walkable,37.735273,-122.397688,68,72
1699 Quint St,San Francisco,CA,San Francisco,94124,200000,4473.0,0.1026859504,44.71272077,sqft lot,Sold 02/21/2020,79,Very Walkable,37.735207,-122.397575,68,72
V Jamestown Ave,San Francisco,CA,San Francisco,94124,200000,2500.0,0.05739210285,80.0,sqft lot,Sold 05/21/2018,49,Car-Dependent,37.714992,-122.388635,40,59
1039 Hudson Ave,San Francisco,CA,San Francisco,94124,240000,7500.0,0.1721763085,32.0,sqft lot,Sold 09/28/2018,49,Car-Dependent,37.733951,-122.378071,40,60
170 Boutwell St,San Francisco,CA,San Francisco,94124,268000,1176.0,0.02699724518,227.8911565,sqft lot,Sold 10/23/2019,86,Very Walkable,37.734952,-122.405772,73,69
1390 Oakdale Ave,San Francisco,CA,San Francisco,94124,425000,2813.0,0.06457759412,151.0842517,sqft lot,Sold 03/08/2019,86,Very Walkable,37.73257,-122.386309,50,67
1055 Innes Ave,San Francisco,CA,San Francisco,94124,450000,7500.0,0.1721763085,60.0,sqft lot,Sold 06/06/2018,58,Somewhat Walkable,37.733318,-122.378622,43,61
1229 Underwood Ave,San Francisco,CA,San Francisco,94124,450000,2495.0,0.05727731864,180.3607214,sqft lot,Sold 10/03/2018,77,Very Walkable,37.726296,-122.385161,68,65
1782 Quesada Ave,San Francisco,CA,San Francisco,94124,675000,2500.0,0.05739210285,270.0,sqft lot,Sold 07/30/2020,92,Walker's Paradise,37.734423,-122.392822,73,70
39 Kiska Rd,San Francisco,CA,San Francisco,94124,701000,0.0,0.0,,sqft lot,Sold 03/04/2019,55,Somewhat Walkable,37.730212,-122.378984,36,59
1627 Jerrold Ave,San Francisco,CA,San Francisco,94124,750000,2495.0,0.05727731864,300.6012024,sqft lot,Sold 04/03/2018,92,Walker's Paradise,37.738901,-122.390124,83,67
1691 Bay Shore Blvd,San Francisco,CA,San Francisco,94124,765000,818.0,0.01877869605,935.207824,sqft lot,Sold 04/20/2018,82,Very Walkable,37.721921,-122.399882,54,69
1695 Bay Shore Blvd,San Francisco,CA,San Francisco,94124,765000,148.0,0.003397612489,5168.918919,sqft lot,Sold 04/20/2018,82,Very Walkable,37.721876,-122.399885,54,69
1091 Gilman Ave,San Francisco,CA,San Francisco,94124,850000,2500.0,0.05739210285,340.0,sqft lot,Sold 11/21/2019,74,Very Walkable,37.718981,-122.389996,47,64
960 Jamestown Ave,San Francisco,CA,San Francisco,94124,999000,1871.0,0.04295224977,533.93907,sqft lot,Sold 12/18/2018,72,Very Walkable,37.718192,-122.392773,42,66
1063 Innes Ave,San Francisco,CA,San Francisco,94124,1200000,2500.0,0.05739210285,480.0,sqft lot,Sold 04/06/2018,58,Somewhat Walkable,37.73349,-122.378666,43,61
1065 Innes Ave,San Francisco,CA,San Francisco,94124,1200000,2500.0,0.05739210285,480.0,sqft lot,Sold 04/06/2018,58,Somewhat Walkable,37.733532,-122.378747,43,61
1067 Innes Ave,San Francisco,CA,San Francisco,94124,1200000,2500.0,0.05739210285,480.0,sqft lot,Sold 04/06/2018,58,Somewhat Walkable,37.733584,-122.378826,43,61
1923 Quesada Ave,San Francisco,CA,San Francisco,94124,1350000,3311.0,0.07601010101,407.7318031,sqft lot,Sold 11/25/2019,72,Very Walkable,37.7355,-122.395773,67,71
5012 3rd St,San Francisco,CA,San Francisco,94124,1350000,5810.0,0.133379247,232.3580034,sqft lot,Sold 03/29/2019,92,Walker's Paradise,37.733074,-122.391669,72,70
1713 Yosemite Ave,San Francisco,CA,San Francisco,94124,1390000,5000.0,0.1147842057,278.0,sqft lot,Sold 08/23/2018,91,Walker's Paradise,37.727839,-122.393954,75,72
5190 3rd St,San Francisco,CA,San Francisco,94124,2500000,13068.0,0.3,191.3070095,acres lot,Sold 06/01/2018,93,Walker's Paradise,37.730929,-122.39242,64,72
849 Cesar Chavez,San Francisco,CA,San Francisco,94124,2820000,7300.0,0.1675849403,386.3013699,sqft lot,Sold 05/31/2019,60,Somewhat Walkable,37.749981,-122.386037,95,64
1201-1299 Armstrong Ave,San Francisco,CA,San Francisco,94124,26500000,2831.0,0.06499081726,9360.649947,sqft lot,Sold 11/01/2018,83,Very Walkable,37.724632,-122.389439,72,69
1900-1998 Hawes St,San Francisco,CA,San Francisco,94124,26500000,4800.0,0.1101928375,5520.833333,sqft lot,Sold 11/01/2018,49,Car-Dependent,37.733479,-122.377284,40,60
5222 3rd St,San Francisco,CA,San Francisco,94124,3000000,3284.0,0.0753902663,913.5200974,sqft lot,Sold 07/10/2020,93,Walker's Paradise,37.73033,-122.392675,64,72
896 Innes Ave,San Francisco,CA,San Francisco,94124,3500000,3550.0,0.08149678604,985.915493,sqft lot,Sold 12/18/2018,47,Car-Dependent,37.732134,-122.375398,35,54
2001 Mckinnon Ave,San Francisco,CA,San Francisco,94124,6450000,2800.0,0.06427915519,2303.571429,sqft lot,Sold 01/29/2019,79,Very Walkable,37.740771,-122.398733,94,70
50 Quint St,San Francisco,CA,San Francisco,94124,9000000,76230.0,1.75,118.0637544,acres lot,Sold 05/17/2018,65,Somewhat Walkable,37.746471,-122.388991,97,67
112 Kensington Way,San Francisco,CA,San Francisco,94127,934500,4098.0,0.09407713499,228.0380673,sqft lot,Sold 03/03/2020,77,Very Walkable,37.741499,-122.459877,57,74
1-15 Signal Rd,San Francisco,CA,San Francisco,94130,61200000,61419.6,1.41,996.4245941,acres lot,Sold 06/22/2018,15,Car-Dependent,37.809841,-122.366295,19,32
2-98 Thor Ave,San Francisco,CA,San Francisco,94131,1300000,63.0,0.001446280992,20634.92063,sqft lot,Sold 03/26/2019,90,Very Walkable,37.735225,-122.434394,69,82
23 Midcrest Way,San Francisco,CA,San Francisco,94131,1400000,2304.0,0.05289256198,607.6388889,sqft lot,Sold 08/13/2018,69,Somewhat Walkable,37.747258,-122.449851,59,68
1230 Twin Peaks Blvd,San Francisco,CA,San Francisco,94131,1510000,6730.0,0.1544995409,224.3684993,sqft lot,Sold 06/01/2020,78,Very Walkable,37.746443,-122.450416,61,69
1240 Twin Peaks Blvd,San Francisco,CA,San Francisco,94131,1510000,3990.0,0.09159779614,378.4461153,sqft lot,Sold 06/01/2020,78,Very Walkable,37.746445,-122.450708,61,69
80 Thor Ave,San Francisco,CA,San Francisco,94131,1700000,2657.0,0.06099632691,639.8193451,sqft lot,Sold 06/06/2019,90,Very Walkable,37.734945,-122.43442,69,82
649 Duncan St,San Francisco,CA,San Francisco,94131,2250000,5697.0,0.130785124,394.9447077,sqft lot,Sold 09/04/2020,87,Very Walkable,37.745407,-122.434245,58,68
599 Crestmont Dr,San Francisco,CA,San Francisco,94131,7600000,50094.0,1.15,151.7147762,acres lot,Sold 04/30/2018,77,Very Walkable,37.758673,-122.461562,60,63
119 Vernon St,San Francisco,CA,San Francisco,94132,450000,2495.0,0.05727731864,180.3607214,sqft lot,Sold 05/17/2019,79,Very Walkable,37.714682,-122.468278,42,78
62 Vernon St,San Francisco,CA,San Francisco,94132,580000,2495.0,0.05727731864,232.4649299,sqft lot,Sold 07/18/2018,72,Very Walkable,37.713632,-122.46771,48,80
1000 Broadway,San Francisco,CA,San Francisco,94133,10800000,5417.0,0.1243572084,1993.723463,sqft lot,Sold 09/06/2019,99,Walker's Paradise,37.797216,-122.41381,63,90
742 Francisco St,San Francisco,CA,San Francisco,94133,2380000,1167.0,0.02679063361,2039.417309,sqft lot,Sold 06/26/2018,97,Walker's Paradise,37.804412,-122.417452,71,82
189 Tioga Ave,San Francisco,CA,San Francisco,94134,207000,2495.0,0.05727731864,82.96593186,sqft lot,Sold 03/22/2019,58,Somewhat Walkable,37.71692,-122.407611,35,66
191 Tioga Ave,San Francisco,CA,San Francisco,94134,233500,2495.0,0.05727731864,93.58717435,sqft lot,Sold 03/22/2019,58,Somewhat Walkable,37.716942,-122.407693,35,66
701 Dartmouth St,San Francisco,CA,San Francisco,94134,385000,1875.0,0.04304407713,205.3333333,sqft lot,Sold 11/06/2018,63,Somewhat Walkable,37.721918,-122.409741,32,66
302 University St,San Francisco,CA,San Francisco,94134,560000,2060.0,0.04729109275,271.8446602,sqft lot,Sold 11/15/2019,55,Somewhat Walkable,37.726344,-122.41426,51,65
100-298 Tocoloma Ave,San Francisco,CA,San Francisco,94134,640000,997.0,0.02288797062,641.9257773,sqft lot,Sold 11/06/2019,67,Somewhat Walkable,37.710928,-122.398394,57,68
217 Tocoloma Ave,San Francisco,CA,San Francisco,94134,640000,2448.0,0.05619834711,261.4379085,sqft lot,Sold 11/06/2019,55,Somewhat Walkable,37.712505,-122.3975,46,68
76 Carrizal St,San Francisco,CA,San Francisco,94134,653000,1999.0,0.04589072544,326.6633317,sqft lot,Sold 10/29/2019,72,Very Walkable,37.709055,-122.420956,47,57
300 University St,San Francisco,CA,San Francisco,94134,660000,2060.0,0.04729109275,320.3883495,sqft lot,Sold 11/15/2019,55,Somewhat Walkable,37.726344,-122.41426,51,65
170 Loehr St,San Francisco,CA,San Francisco,94134,900000,2748.0,0.06308539945,327.510917,sqft lot,Sold 05/11/2018,74,Very Walkable,37.711816,-122.414279,55,65
3285 San Bruno Ave,San Francisco,CA,San Francisco,94134,2600000,4215.0,0.0967630854,616.8446026,sqft lot,Sold 05/07/2018,77,Very Walkable,37.720657,-122.400591,50,69
3299 San Bruno Ave,San Francisco,CA,San Francisco,94134,2600000,4215.0,0.0967630854,616.8446026,sqft lot,Sold 05/07/2018,77,Very Walkable,37.72043,-122.400537,50,69
3303 San Bruno Ave,San Francisco,CA,San Francisco,94134,2600000,3742.0,0.08590449954,694.8156066,sqft lot,Sold 05/07/2018,77,Very Walkable,37.720215,-122.400485,50,69
3323 San Bruno Ave,San Francisco,CA,San Francisco,94134,2600000,3742.0,0.08590449954,694.8156066,sqft lot,Sold 05/07/2018,77,Very Walkable,37.720013,-122.400436,50,69
3333 San Bruno Ave,San Francisco,CA,San Francisco,94134,2600000,3755.0,0.08620293848,692.4101198,sqft lot,Sold 05/07/2018,77,Very Walkable,37.719852,-122.400416,50,69
5th St,San Pedro,CA,Los Angeles,90731,137000,43124.4,0.99,3.176855794,acres lot,Sold 10/30/2019,94,Walker's Paradise,33.739668,-118.28925,83,50
3026 S Carolina St,San Pedro,CA,Los Angeles,90731,205000,2500.0,0.05739210285,82.0,sqft lot,Sold 03/19/2019,65,Somewhat Walkable,33.716453,-118.290379,67,41
1482 W Hamilton Ave,San Pedro,CA,Los Angeles,90731,400000,5736.0,0.1316804408,69.73500697,sqft lot,Sold 02/02/2019,28,Car-Dependent,33.71787,-118.309665,22,28
131 W 11th St,San Pedro,CA,Los Angeles,90731,700000,5941.0,0.1363865932,117.8252819,sqft lot,Sold 08/12/2019,83,Very Walkable,33.734072,-118.280953,78,48
739 W Summerland St,San Pedro,CA,Los Angeles,90731,134000,3541.0,0.08129017447,37.8424174,sqft lot,Sold 08/22/2019,57,Somewhat Walkable,33.74662,-118.313631,33,33
1402 Aurora Ave N,Seattle,WA,Seattle,98019,3300000,4665.0,0.1070936639,707.3954984,sqft lot,Sold 07/29/2019,77,Very Walkable,47.631563,-122.343119,72,74
121 12th Ave E,Seattle,WA,Seattle,98102,399950,5120.0,0.1175390266,78.11523438,sqft lot,Sold 09/18/2019,97,Walker's Paradise,47.619404,-122.317313,0,0
410 10th Ave E,Seattle,WA,Seattle,98102,1100000,1128.0,0.0258953168,975.177305,sqft lot,Sold 02/25/2019,99,Walker's Paradise,47.622334,-122.319596,88,78
3120 Harvard Ave E,Seattle,WA,Seattle,98102,1400000,3785.0,0.08689164371,369.8811096,sqft lot,Sold 05/09/2018,76,Very Walkable,47.64983,-122.321832,86,72
216 10th Ave E,Seattle,WA,Seattle,98102,1650000,4791.0,0.1099862259,344.395742,sqft lot,Sold 01/15/2019,98,Walker's Paradise,47.620394,-122.319169,91,78
714 10th Ave E,Seattle,WA,Seattle,98102,1650000,3920.0,0.08999081726,420.9183673,sqft lot,Sold 03/22/2018,94,Walker's Paradise,47.625795,-122.31988,93,75
3125 Fairview Ave E,Seattle,WA,Seattle,98102,1800000,12196.8,0.28,147.579693,acres lot,Sold 05/01/2020,67,Somewhat Walkable,47.650128,-122.324504,74,67
2930 Harvard Ave E,Seattle,WA,Seattle,98102,3300000,10018.0,0.2299816345,329.4070673,sqft lot,Sold 06/13/2018,75,Very Walkable,47.64749,-122.321746,90,68
Zzzz,Seattle,WA,Seattle,98102,4800000,5985.0,0.1373966942,802.0050125,sqft lot,Sold 09/30/2019,83,Very Walkable,47.63537,-122.323684,71,56
6417 Phinney Ave N,Seattle,WA,Seattle,98103,649000,7600.0,0.1744719927,85.39473684,sqft lot,Sold 02/08/2019,89,Very Walkable,47.67587,-122.354608,90,46
716 N 47th St,Seattle,WA,Seattle,98103,730000,3920.0,0.08999081726,186.2244898,sqft lot,Sold 08/18/2020,91,Walker's Paradise,47.663093,-122.349174,84,61
2326 N 62nd St,Seattle,WA,Seattle,98103,760000,6006.0,0.1378787879,126.5401265,sqft lot,Sold 08/06/2018,84,Very Walkable,47.67387,-122.329721,94,62
1414 N 85th St,Seattle,WA,Seattle,98103,865000,4621.0,0.1060835629,187.1889201,sqft lot,Sold 11/06/2019,77,Very Walkable,47.690597,-122.339562,77,57
2508 50th,Seattle,WA,Seattle,98103,1200000,3450.0,0.07920110193,347.826087,sqft lot,Sold 05/30/2019,84,Very Walkable,47.665224,-122.328543,88,71
1109 N 92nd St,Seattle,WA,Seattle,98103,1350000,3760.0,0.08631772268,359.0425532,sqft lot,Sold 01/17/2018,85,Very Walkable,47.695419,-122.34371,80,59
4000 Whitman Ave N,Seattle,WA,Seattle,98103,1430000,5227.0,0.1199954086,273.5794911,sqft lot,Sold 05/07/2018,89,Very Walkable,47.65553,-122.345581,83,63
4612 Stone Way N,Seattle,WA,Seattle,98103,1550000,8800.0,0.202020202,176.1363636,sqft lot,Sold 03/22/2018,95,Walker's Paradise,47.662636,-122.341356,94,59
8727 Phinney Ave N,Seattle,WA,Seattle,98103,10500000,11761.2,0.27,892.7660443,acres lot,Sold 07/01/2019,95,Walker's Paradise,47.693201,-122.354331,83,55
8517 Aurora Ave N,Seattle,WA,Seattle,98103,3100000,18730.8,0.43,165.5028082,acres lot,Sold 05/09/2019,88,Very Walkable,47.691066,-122.345082,82,55
130 8th Ave S,Seattle,WA,Seattle,98104,100000,29620.8,0.68,3.37600605,acres lot,Sold 02/25/2020,94,Walker's Paradise,47.601351,-122.322365,69,100
621 9th Ave,Seattle,WA,Seattle,98104,3300000,5963.0,0.1368916437,553.4127117,sqft lot,Sold 12/29/2017,97,Walker's Paradise,47.605999,-122.325599,70,100
5107 48th Ave NE,Seattle,WA,Seattle,98105,700000,6799.0,0.1560835629,102.9563171,sqft lot,Sold 11/27/2018,66,Somewhat Walkable,47.666298,-122.276403,96,65
5251 11th Ave NE,Seattle,WA,Seattle,98105,879000,3049.0,0.06999540863,288.291243,sqft lot,Sold 12/18/2020,97,Walker's Paradise,47.667946,-122.316619,95,79
4054 7th Ave NE,Seattle,WA,Seattle,98105,1300000,4499.0,0.1032828283,288.9531007,sqft lot,Sold 01/04/2018,92,Walker's Paradise,47.657237,-122.320522,87,83
708 NE 42nd St,Seattle,WA,Seattle,98105,1320000,3998.0,0.09178145087,330.1650825,sqft lot,Sold 07/09/2019,94,Walker's Paradise,47.657739,-122.320397,72,84
4037 NE 58th St,Seattle,WA,Seattle,98105,1670000,7666.0,0.1759871442,217.84503,sqft lot,Sold 11/02/2018,69,Somewhat Walkable,47.670939,-122.283237,93,62
5117 48th Ave NE,Seattle,WA,Seattle,98105,1720000,6799.0,0.1560835629,252.9783792,sqft lot,Sold 10/09/2019,66,Somewhat Walkable,47.666573,-122.276406,96,65
5510 25th Ave NE,Seattle,WA,Seattle,98105,1800000,7501.0,0.1721992654,239.9680043,sqft lot,Sold 07/23/2018,90,Very Walkable,47.668857,-122.300295,91,68
4205 9th Ave NE,Seattle,WA,Seattle,98105,1940000,4791.0,0.1099862259,404.9259027,sqft lot,Sold 12/27/2019,96,Walker's Paradise,47.657735,-122.318977,76,85
4529 Sand Point Way NE,Seattle,WA,Seattle,98105,3500000,16552.8,0.38,211.4445894,acres lot,Sold 11/19/2019,82,Very Walkable,47.661675,-122.287253,94,66
5922 Croft Pl SW,Seattle,WA,Seattle,98106,65000,13503.6,0.31,4.813531206,acres lot,Sold 10/22/2019,48,Car-Dependent,47.549705,-122.361338,45,46
7606 8th Ave SW,Seattle,WA,Seattle,98106,83000,11761.2,0.27,7.057103017,acres lot,Sold 07/15/2019,51,Somewhat Walkable,47.533322,-122.346553,32,44
4046 22nd Ave SW,Seattle,WA,Seattle,98106,89975,4791.0,0.1099862259,18.78000417,sqft lot,Sold 10/09/2019,63,Somewhat Walkable,47.567264,-122.360988,65,54
7511 Dumar Way SW,Seattle,WA,Seattle,98106,160000,5000.0,0.1147842057,32.0,sqft lot,Sold 09/04/2020,52,Somewhat Walkable,47.535135,-122.357863,63,48
423 Sw Thistle,Seattle,WA,Seattle,98106,164950,30056.4,0.69,5.488015864,acres lot,Sold 04/18/2018,26,Car-Dependent,47.528321,-122.343708,17,44
4717 23rd Ave SW,Seattle,WA,Seattle,98106,200000,14810.4,0.34,13.5040242,acres lot,Sold 10/01/2019,59,Somewhat Walkable,47.560615,-122.361764,54,52
79 10th Ave SW,Seattle,WA,Seattle,98106,210000,5100.0,0.1170798898,41.17647059,sqft lot,Sold 03/20/2020,97,Walker's Paradise,47.601074,-122.319463,80,99
3804 23rd Ave SW,Seattle,WA,Seattle,98106,245000,7840.0,0.1799816345,31.25,sqft lot,Sold 06/08/2018,65,Somewhat Walkable,47.569925,-122.361839,66,55
9017 3rd Ave SW,Seattle,WA,Seattle,98106,255000,9435.0,0.2165977961,27.02702703,sqft lot,Sold 06/03/2019,22,Car-Dependent,47.523665,-122.33891,14,45
7776 Highland Park Way SW,Seattle,WA,Seattle,98106,285000,4791.0,0.1099862259,59.48653726,sqft lot,Sold 01/03/2020,50,Car-Dependent,47.532509,-122.346361,41,44
2228 Sw Orch,Seattle,WA,Seattle,98106,300000,13068.0,0.3,22.95684114,acres lot,Sold 02/27/2020,47,Car-Dependent,47.53796,-122.36223,60,48
8850 14th Ave SW,Seattle,WA,Seattle,98106,300000,6771.0,0.1554407713,44.30660168,sqft lot,Sold 04/19/2019,79,Very Walkable,47.523176,-122.352477,62,52
423 SW Thistle St,Seattle,WA,Seattle,98106,309000,30056.4,0.69,10.28067234,acres lot,Sold 08/22/2019,21,Car-Dependent,47.527917,-122.340606,15,42
5604 23rd Ave SW,Seattle,WA,Seattle,98106,375000,10890.0,0.25,34.43526171,acres lot,Sold 04/18/2019,39,Car-Dependent,47.55175,-122.361563,45,45
